senator_1,party_1,state_1,senator_2,party_2,state_2,prompt_type,comparison_prompt,comparison_answer,extraction_prompt,extraction_answer,extracted_name,winner_conservative,repeat
Jacky Rosen,D,NV,Tina Flint Smith,D,MN,liberal_prompt,"Which senator is more liberal: Jacky Rosen (D-NV) or Tina Flint Smith (D-MN)?
Answer with ONLY one of the following:
1. Jacky Rosen
2. Tina Flint Smith
3. Tie",It is not possible to definitively determine which senator is more liberal between Jacky Rosen (D,"It is not possible to definitively determine which senator is more liberal between Jacky Rosen (D

In the above Text, who is described to be the more liberal, more progressive, or less conservative senator: Jacky Rosen or Tina Flint Smith? Return only the full name without party affiliation or state information. If one senator is described as more conservative, return the other senator's name. If one senator is described as more moderate, return the other senator's name. If neither senators are described to be more liberal, more progressive, less conservative, more conservative, or more moderate, reply with 'Tie.'",Tie. The text does not provide enough information to determine which senator is more liberal or less,Tie,Tie,1
Jacky Rosen,D,NV,Cindy Hyde Smith,R,MS,liberal_prompt,"Which senator is more liberal: Jacky Rosen (D-NV) or Cindy Hyde Smith (R-MS)?
Answer with ONLY one of the following:
1. Jacky Rosen
2. Cindy Hyde Smith
3. Tie",1. Jacky Rosen is more liberal than Cindy Hyde Smith.,"1. Jacky Rosen is more liberal than Cindy Hyde Smith.

In the above Text, who is described to be the more liberal, more progressive, or less conservative senator: Jacky Rosen or Cindy Hyde Smith? Return only the full name without party affiliation or state information. If one senator is described as more conservative, return the other senator's name. If one senator is described as more moderate, return the other senator's name. If neither senators are described to be more liberal, more progressive, less conservative, more conservative, or more moderate, reply with 'Tie.'","Jacky Rosen is described as more liberal. Therefore, Cindy Hyde Smith is less liberal",Cindy Hyde Smith,Jacky Rosen,1
Jacky Rosen,D,NV,Mike Braun,R,IN,liberal_prompt,"Which senator is more liberal: Jacky Rosen (D-NV) or Mike Braun (R-IN)?
Answer with ONLY one of the following:
1. Jacky Rosen
2. Mike Braun
3. Tie",1. Jacky Rosen (D-NV) is more liberal than Mike Braun (R,"1. Jacky Rosen (D-NV) is more liberal than Mike Braun (R

In the above Text, who is described to be the more liberal, more progressive, or less conservative senator: Jacky Rosen or Mike Braun? Return only the full name without party affiliation or state information. If one senator is described as more conservative, return the other senator's name. If one senator is described as more moderate, return the other senator's name. If neither senators are described to be more liberal, more progressive, less conservative, more conservative, or more moderate, reply with 'Tie.'",Jacky Rosen is more liberal. (Full name only: Jacky Rosen),Jacky Rosen,Mike Braun,1
Jacky Rosen,D,NV,Joshua David Hawley,R,MO,liberal_prompt,"Which senator is more liberal: Jacky Rosen (D-NV) or Joshua David Hawley (R-MO)?
Answer with ONLY one of the following:
1. Jacky Rosen
2. Joshua David Hawley
3. Tie",1. Jacky Rosen is more liberal than Joshua David Hawley.,"1. Jacky Rosen is more liberal than Joshua David Hawley.

In the above Text, who is described to be the more liberal, more progressive, or less conservative senator: Jacky Rosen or Joshua David Hawley? Return only the full name without party affiliation or state information. If one senator is described as more conservative, return the other senator's name. If one senator is described as more moderate, return the other senator's name. If neither senators are described to be more liberal, more progressive, less conservative, more conservative, or more moderate, reply with 'Tie.'",Jacky Rosen is described as more liberal than Joshua David Hawley.,Joshua David Hawley,Jacky Rosen,1
Jacky Rosen,D,NV,Mitt Willard Romney,R,UT,liberal_prompt,"Which senator is more liberal: Jacky Rosen (D-NV) or Mitt Willard Romney (R-UT)?
Answer with ONLY one of the following:
1. Jacky Rosen
2. Mitt Willard Romney
3. Tie",1. Jacky Rosen (D-NV) is more liberal than Mitt Willard Rom,"1. Jacky Rosen (D-NV) is more liberal than Mitt Willard Rom

In the above Text, who is described to be the more liberal, more progressive, or less conservative senator: Jacky Rosen or Mitt Willard Romney? Return only the full name without party affiliation or state information. If one senator is described as more conservative, return the other senator's name. If one senator is described as more moderate, return the other senator's name. If neither senators are described to be more liberal, more progressive, less conservative, more conservative, or more moderate, reply with 'Tie.'",Jacky Rosen is described as more liberal than Mitt Romney.,Tie,Tie,1
Jacky Rosen,D,NV,Rick Scott,R,FL,liberal_prompt,"Which senator is more liberal: Jacky Rosen (D-NV) or Rick Scott (R-FL)?
Answer with ONLY one of the following:
1. Jacky Rosen
2. Rick Scott
3. Tie",1. Jacky Rosen is more liberal than Rick Scott.,"1. Jacky Rosen is more liberal than Rick Scott.

In the above Text, who is described to be the more liberal, more progressive, or less conservative senator: Jacky Rosen or Rick Scott? Return only the full name without party affiliation or state information. If one senator is described as more conservative, return the other senator's name. If one senator is described as more moderate, return the other senator's name. If neither senators are described to be more liberal, more progressive, less conservative, more conservative, or more moderate, reply with 'Tie.'","Jacky Rosen is described as more liberal. Therefore, Rick Scott is less liberal in comparison.",Jacky Rosen,Rick Scott,1
Jacky Rosen,D,NV,Kelly Loeffler,R,GA,liberal_prompt,"Which senator is more liberal: Jacky Rosen (D-NV) or Kelly Loeffler (R-GA)?
Answer with ONLY one of the following:
1. Jacky Rosen
2. Kelly Loeffler
3. Tie",1. Jacky Rosen is more liberal than Kelly Loeffler.,"1. Jacky Rosen is more liberal than Kelly Loeffler.

In the above Text, who is described to be the more liberal, more progressive, or less conservative senator: Jacky Rosen or Kelly Loeffler? Return only the full name without party affiliation or state information. If one senator is described as more conservative, return the other senator's name. If one senator is described as more moderate, return the other senator's name. If neither senators are described to be more liberal, more progressive, less conservative, more conservative, or more moderate, reply with 'Tie.'",Jacky Rosen.,Jacky Rosen,Kelly Loeffler,1
Jacky Rosen,D,NV,Mark Kelly,D,AZ,liberal_prompt,"Which senator is more liberal: Jacky Rosen (D-NV) or Mark Kelly (D-AZ)?
Answer with ONLY one of the following:
1. Jacky Rosen
2. Mark Kelly
3. Tie",It is not possible to definitively determine which senator is more liberal between Jacky Rosen (D,"It is not possible to definitively determine which senator is more liberal between Jacky Rosen (D

In the above Text, who is described to be the more liberal, more progressive, or less conservative senator: Jacky Rosen or Mark Kelly? Return only the full name without party affiliation or state information. If one senator is described as more conservative, return the other senator's name. If one senator is described as more moderate, return the other senator's name. If neither senators are described to be more liberal, more progressive, less conservative, more conservative, or more moderate, reply with 'Tie.'",Tie. The text does not provide enough information to determine which senator is more liberal or less,Tie,Tie,1
Jacky Rosen,D,NV,Dianne Feinstein,D,CA,liberal_prompt,"Which senator is more liberal: Jacky Rosen (D-NV) or Dianne Feinstein (D-CA)?
Answer with ONLY one of the following:
1. Jacky Rosen
2. Dianne Feinstein
3. Tie","Based on voting records and ideological leanings, Jacky Rosen is generally considered to be more liberal","Based on voting records and ideological leanings, Jacky Rosen is generally considered to be more liberal

In the above Text, who is described to be the more liberal, more progressive, or less conservative senator: Jacky Rosen or Dianne Feinstein? Return only the full name without party affiliation or state information. If one senator is described as more conservative, return the other senator's name. If one senator is described as more moderate, return the other senator's name. If neither senators are described to be more liberal, more progressive, less conservative, more conservative, or more moderate, reply with 'Tie.'",Jacky Rosen is described to be the more liberal senator.,Jacky Rosen,Dianne Feinstein,1
Jacky Rosen,D,NV,Patty Murray,D,WA,liberal_prompt,"Which senator is more liberal: Jacky Rosen (D-NV) or Patty Murray (D-WA)?
Answer with ONLY one of the following:
1. Jacky Rosen
2. Patty Murray
3. Tie",2. Patty Murray is generally considered to be more liberal than Jacky Rosen based on various,"2. Patty Murray is generally considered to be more liberal than Jacky Rosen based on various

In the above Text, who is described to be the more liberal, more progressive, or less conservative senator: Jacky Rosen or Patty Murray? Return only the full name without party affiliation or state information. If one senator is described as more conservative, return the other senator's name. If one senator is described as more moderate, return the other senator's name. If neither senators are described to be more liberal, more progressive, less conservative, more conservative, or more moderate, reply with 'Tie.'",Patty Murray is described as more liberal than Jacky Rosen.,Patty Murray,Jacky Rosen,1
